frequency_hz,amplitude
1.560000000000000142e+01,5.648491947798930327e-04
1.570000000000000107e+01,5.340742747683977117e-03
1.580000000000000071e+01,5.245677745491304778e-03
1.590000000000000036e+01,7.706735409543413219e-03
1.600000000000000000e+01,2.002175040447332251e-03
1.610000000000000142e+01,8.851486943094878657e-03
1.619999999999999929e+01,1.128564441457715955e-03
1.630000000000000071e+01,5.793858600008024856e-03
1.640000000000000213e+01,7.581455105773182712e-03
1.650000000000000000e+01,5.225846453869090018e-03
1.660000000000000142e+01,6.511691272216940836e-03
1.669999999999999929e+01,1.850296115785053609e-03
1.680000000000000071e+01,2.391800567433602191e-03
1.690000000000000213e+01,2.524659970157849299e-03
1.700000000000000000e+01,4.045593582318831281e-03
1.710000000000000142e+01,8.721766826395294797e-03
1.719999999999999929e+01,3.933532652684725711e-03
1.730000000000000071e+01,8.336614386363971202e-03
1.740000000000000213e+01,4.616502334482505687e-03
1.750000000000000000e+01,3.852458166030569946e-03
1.760000000000000142e+01,1.424469113076354092e-03
1.769999999999999929e+01,5.567830523958197317e-03
1.780000000000000071e+01,1.449188927550510266e-03
1.790000000000000213e+01,1.005524292360965993e-02
1.800000000000000000e+01,9.706516065864613995e-04
1.810000000000000142e+01,7.611885003325880028e-03
1.819999999999999929e+01,3.458351212493662556e-03
1.830000000000000071e+01,1.901257183363924469e-03
1.840000000000000213e+01,4.189662189758210260e-03
1.850000000000000000e+01,3.711487811762768842e-03
1.860000000000000142e+01,9.350454898759867975e-03
1.869999999999999929e+01,1.621622881027559582e-03
1.880000000000000071e+01,6.309695043473713925e-03
1.890000000000000213e+01,4.496618185186153707e-03
1.900000000000000000e+01,4.677043080470506646e-03
1.910000000000000142e+01,8.027804035325280391e-03
1.920000000000000284e+01,8.794800815982722767e-04
1.930000000000000071e+01,2.040395770139415317e-03
1.940000000000000213e+01,2.184440808751410192e-03
1.950000000000000000e+01,6.094935864217066943e-03
1.960000000000000142e+01,6.886081987676426382e-03
1.970000000000000284e+01,4.896053846501781034e-03
1.980000000000000071e+01,4.972441430280293354e-03
1.990000000000000213e+01,4.718471052227751761e-03
2.000000000000000000e+01,5.483855434947109732e-03
2.010000000000000142e+01,6.895183765741221341e-03
2.020000000000000284e+01,2.179177246437328467e-03
2.030000000000000071e+01,6.926114630472489896e-03
2.040000000000000213e+01,3.853704671376977347e-03
2.050000000000000000e+01,1.669632634181881159e-03
2.060000000000000142e+01,2.231134949967929042e-03
2.070000000000000284e+01,5.936756472516458751e-03
2.080000000000000071e+01,4.319390511076603989e-03
2.090000000000000213e+01,6.104877484247431089e-03
2.100000000000000000e+01,1.860335448081577338e-03
2.110000000000000142e+01,3.202046741316347776e-03
2.120000000000000284e+01,2.547496654285365258e-03
2.130000000000000071e+01,4.276981766055740555e-03
2.140000000000000213e+01,3.864142429772539269e-03
2.150000000000000000e+01,7.070286941578643458e-03
2.160000000000000142e+01,4.883885291740600564e-03
2.170000000000000284e+01,5.750123374846693829e-03
2.180000000000000071e+01,7.942525442053408394e-03
2.190000000000000213e+01,2.907791535357206764e-03
2.200000000000000000e+01,7.571516345201070343e-03
2.210000000000000142e+01,1.965546866855234168e-03
2.220000000000000284e+01,5.766206224898866306e-03
2.230000000000000071e+01,4.802980460828816175e-03
2.240000000000000213e+01,1.864615764192909062e-03
2.250000000000000000e+01,1.456630116209654737e-03
2.260000000000000142e+01,3.261669716769301491e-03
2.270000000000000284e+01,7.845625534054856062e-03
2.280000000000000071e+01,7.030347608065107105e-03
2.290000000000000213e+01,1.135778293051329128e-03
2.300000000000000000e+01,4.353487958206922297e-03
2.310000000000000142e+01,2.184073923903799303e-03
2.320000000000000284e+01,1.700389641139340687e-03
2.330000000000000071e+01,9.345386090262209830e-03
2.340000000000000213e+01,1.467028575724191406e-03
2.350000000000000000e+01,1.377529848605977105e-03
2.360000000000000142e+01,4.080503070434103943e-03
2.370000000000000284e+01,5.535222937741172055e-04
2.380000000000000071e+01,5.111291006338124915e-03
2.390000000000000213e+01,3.807608026636370279e-03
2.400000000000000000e+01,1.417508646437499933e-03
2.410000000000000142e+01,1.377536112744345495e-02
2.420000000000000284e+01,5.741779792382713937e-03
2.430000000000000071e+01,4.031498698098988885e-03
2.440000000000000213e+01,6.590140557183938284e-03
2.450000000000000000e+01,8.135235785328728472e-03
2.460000000000000142e+01,2.197722599302100177e-03
2.470000000000000284e+01,1.127329547894932163e-03
2.480000000000000071e+01,3.091507821134131893e-03
2.490000000000000213e+01,7.553366003562427856e-03
2.500000000000000000e+01,6.697986966699370250e-03
2.510000000000000142e+01,4.576038618607394630e-03
2.520000000000000284e+01,6.784094622186885408e-03
2.530000000000000071e+01,5.294815602871948135e-03
2.540000000000000213e+01,5.952371749238586675e-03
2.550000000000000000e+01,7.596847377973063760e-03
2.560000000000000142e+01,4.285004835507319823e-03
2.570000000000000284e+01,6.745412651078044886e-03
2.580000000000000071e+01,7.764328792581358211e-03
2.590000000000000213e+01,9.231419987030519206e-03
2.600000000000000000e+01,1.558327736040075219e-03
2.610000000000000142e+01,7.361959928233879902e-03
2.620000000000000284e+01,7.672933731804423320e-03
2.630000000000000071e+01,5.465463372652925277e-03
2.640000000000000213e+01,5.656808557693231154e-03
2.650000000000000000e+01,3.397109051847281395e-03
2.660000000000000142e+01,3.012397935900530243e-03
2.670000000000000284e+01,4.531869210621287773e-03
2.680000000000000071e+01,4.959536074219322160e-03
2.690000000000000213e+01,8.015448637000088198e-04
2.700000000000000000e+01,1.738686537009901962e-03
2.710000000000000142e+01,1.497221714872005744e-03
2.720000000000000284e+01,5.696238283537636247e-03
2.730000000000000071e+01,2.937259332880031056e-03
2.740000000000000213e+01,6.362973516010874721e-03
2.750000000000000000e+01,2.238993260110992527e-03
2.760000000000000142e+01,8.079675982269109722e-04
2.770000000000000284e+01,2.927805174617312701e-03
2.780000000000000071e+01,6.123102042737981615e-03
2.790000000000000213e+01,3.948135457634827897e-04
2.800000000000000000e+01,2.803456173294549027e-03
2.810000000000000142e+01,2.489285448997668408e-03
2.820000000000000284e+01,1.335328447616453878e-03
2.830000000000000071e+01,5.663477847842774381e-03
2.840000000000000213e+01,6.230887920364052389e-03
2.850000000000000000e+01,1.661724820024501051e-03
2.860000000000000142e+01,4.080688731032572868e-03
2.870000000000000284e+01,4.857427264920280256e-03
2.880000000000000071e+01,4.833021861005131620e-03
2.890000000000000213e+01,2.529533710590596823e-03
2.900000000000000000e+01,5.251151794255664619e-03
2.910000000000000142e+01,2.439504469121363175e-03
2.920000000000000284e+01,2.466639217272909371e-03
2.930000000000000071e+01,4.703084100396867639e-03
2.940000000000000213e+01,2.761519598064637784e-03
2.950000000000000000e+01,2.178421576170941516e-03
2.960000000000000142e+01,7.601097549574327254e-03
2.970000000000000284e+01,2.633755693729192358e-03
2.980000000000000071e+01,3.472215776024677528e-03
2.990000000000000213e+01,3.411802755789398317e-03
3.000000000000000000e+01,3.314435784416367489e-03
3.010000000000000142e+01,1.490395434803277195e-03
3.020000000000000284e+01,2.840554349974925251e-03
3.030000000000000071e+01,4.031566950280365130e-03
3.040000000000000213e+01,6.879362892825588612e-03
3.050000000000000000e+01,3.753464490693535043e-03
3.060000000000000142e+01,4.574546532877128355e-03
3.070000000000000284e+01,5.456075113011931745e-03
3.080000000000000071e+01,3.417348273275941112e-03
3.090000000000000213e+01,7.974524086684314870e-04
3.100000000000000000e+01,5.092510679358391336e-03
3.110000000000000142e+01,8.001073885431123425e-03
3.120000000000000284e+01,5.669397265966248656e-03
3.130000000000000071e+01,2.662497204415037629e-03
3.140000000000000213e+01,4.502253278790094640e-03
3.150000000000000000e+01,4.377971363192924119e-03
3.160000000000000142e+01,4.039405272401984034e-03
3.170000000000000284e+01,5.614844448839918269e-03
3.180000000000000071e+01,2.630835440368540449e-03
3.190000000000000213e+01,4.480087043200485508e-03
3.200000000000000000e+01,5.148913418923171080e-03
3.210000000000000142e+01,3.228312003233372012e-03
3.220000000000000284e+01,3.548404299117985383e-03
3.230000000000000426e+01,4.909979549001079920e-03
3.239999999999999858e+01,4.401075319870650752e-03
3.250000000000000000e+01,9.092089115798883750e-03
3.260000000000000142e+01,5.948088550171944273e-03
3.270000000000000284e+01,3.796070438631643940e-03
3.280000000000000426e+01,1.505582305393005907e-03
3.289999999999999858e+01,8.075808058294265540e-03
3.300000000000000000e+01,4.402976352793970538e-03
3.310000000000000142e+01,3.031203877448177594e-03
3.320000000000000284e+01,5.645444398186891775e-03
3.330000000000000426e+01,3.360622152749100002e-03
3.339999999999999858e+01,5.300198230754844591e-04
3.350000000000000000e+01,5.491541832047799540e-03
3.360000000000000142e+01,2.465536767273538484e-03
3.370000000000000284e+01,6.095162715580517039e-03
3.380000000000000426e+01,5.272362226841272384e-03
3.389999999999999858e+01,3.971346286442023477e-03
3.400000000000000000e+01,5.152830326391620065e-03
3.410000000000000142e+01,6.741663460559002563e-03
3.420000000000000284e+01,3.663695700151273563e-03
3.430000000000000426e+01,3.576936502323540146e-03
3.439999999999999858e+01,4.942989604414044919e-03
3.450000000000000000e+01,1.320560038009098826e-03
3.460000000000000142e+01,3.608412844625978177e-03
3.470000000000000284e+01,2.015247204818235681e-03
3.480000000000000426e+01,1.632632940615192469e-03
3.489999999999999858e+01,9.019230432278080994e-03
3.500000000000000000e+01,3.367340699804616515e-03
3.510000000000000142e+01,7.311085090219995690e-03
3.520000000000000284e+01,4.724882544210219117e-03
3.530000000000000426e+01,2.409543147905524301e-03
3.539999999999999858e+01,2.469441101920111410e-03
3.550000000000000000e+01,7.847836748375212890e-03
3.560000000000000142e+01,6.858749388655587670e-03
3.570000000000000284e+01,9.748545957923022975e-03
3.580000000000000426e+01,7.764241857449870506e-03
3.589999999999999858e+01,5.023297395165880405e-03
3.600000000000000000e+01,3.438894083845247650e-03
3.610000000000000142e+01,7.225034586966384322e-03
3.620000000000000284e+01,8.211460518210709006e-03
3.630000000000000426e+01,1.962148923035560242e-03
3.639999999999999858e+01,8.527486821455182442e-03
3.650000000000000000e+01,1.748034969287770145e-03
3.660000000000000142e+01,3.919193376707970876e-03
3.670000000000000284e+01,7.598340545640055142e-03
3.680000000000000426e+01,1.190117101666101490e-02
3.689999999999999858e+01,2.658181562091254963e-03
3.700000000000000000e+01,4.893137151893946733e-03
3.710000000000000142e+01,2.679494923242132631e-03
3.720000000000000284e+01,3.672411694552842314e-03
3.730000000000000426e+01,7.138687100803836096e-03
3.739999999999999858e+01,2.037101762654156770e-03
3.750000000000000000e+01,2.219422753895087391e-03
3.760000000000000142e+01,4.960420495283010024e-03
3.770000000000000284e+01,3.528097236528357668e-03
3.780000000000000426e+01,4.403744730611442240e-03
3.789999999999999858e+01,3.196134131233682556e-03
3.800000000000000000e+01,8.918973757767973548e-03
3.810000000000000142e+01,6.783690557545511701e-03
3.820000000000000284e+01,8.270073269694068474e-03
3.830000000000000426e+01,4.741727071680856831e-03
3.840000000000000568e+01,8.058714402398197904e-03
3.850000000000000000e+01,3.397507521516975135e-03
3.860000000000000142e+01,2.448037033003695826e-03
3.870000000000000284e+01,4.538714846281053164e-03
3.880000000000000426e+01,3.603491701564439688e-03
3.890000000000000568e+01,1.880735583458355330e-03
3.900000000000000000e+01,1.041591426843909221e-02
3.910000000000000142e+01,5.027849904107826833e-03
3.920000000000000284e+01,4.707546232434923691e-03
3.930000000000000426e+01,3.147943811362019506e-03
3.940000000000000568e+01,5.149048131918114272e-03
3.950000000000000000e+01,1.878476216366733792e-03
3.960000000000000142e+01,5.349298579046673184e-03
3.970000000000000284e+01,4.583624846770547462e-03
3.980000000000000426e+01,6.162171371767065191e-03
3.990000000000000568e+01,2.723996960226347883e-03
4.000000000000000000e+01,7.839011425880046402e-03
4.010000000000000142e+01,5.001130283056352127e-03
4.020000000000000284e+01,3.681886002996617811e-03
4.030000000000000426e+01,4.588400412397449814e-03
4.040000000000000568e+01,3.968921792073831258e-03
4.050000000000000000e+01,7.041047636940946097e-03
4.060000000000000142e+01,3.671824486803464474e-03
4.070000000000000284e+01,1.885311108951626341e-03
4.080000000000000426e+01,2.975756855199256654e-04
4.090000000000000568e+01,5.528591222312233093e-03
4.100000000000000000e+01,5.105944089756483777e-03
4.110000000000000142e+01,5.293081353338443401e-03
4.120000000000000284e+01,3.048355079615139556e-03
4.130000000000000426e+01,5.379799226180884131e-03
4.140000000000000568e+01,6.694883292129809489e-03
4.150000000000000000e+01,8.662098530005173450e-03
4.160000000000000142e+01,5.858061287597543347e-03
4.170000000000000284e+01,7.609848147829062145e-03
4.180000000000000426e+01,4.681362335353538018e-03
4.190000000000000568e+01,6.023202642374607570e-03
4.200000000000000000e+01,3.408024032181876471e-03
4.210000000000000142e+01,5.922485975433999100e-03
4.220000000000000284e+01,7.606836413234049910e-03
4.230000000000000426e+01,7.370373882179408025e-03
4.240000000000000568e+01,2.759678987962171925e-03
4.250000000000000000e+01,2.581033842991085295e-03
4.260000000000000142e+01,7.692317050197167334e-03
4.270000000000000284e+01,4.218982877410641132e-03
4.280000000000000426e+01,6.157528730785860431e-03
4.290000000000000568e+01,2.739781301948745681e-03
4.300000000000000000e+01,3.875392440129623358e-03
4.310000000000000142e+01,4.065403996547804766e-03
4.320000000000000284e+01,6.244975106115450460e-03
4.330000000000000426e+01,4.071519772853908481e-03
4.340000000000000568e+01,8.259160267845302994e-03
4.350000000000000000e+01,4.534221413504682489e-03
4.360000000000000142e+01,4.406925506526836005e-03
4.370000000000000284e+01,8.578670266695285693e-03
4.380000000000000426e+01,6.812061879648291171e-03
4.390000000000000568e+01,2.915082939649379402e-03
4.400000000000000000e+01,6.178563066330673356e-03
4.410000000000000142e+01,1.623577072529451158e-03
4.420000000000000284e+01,1.937561083959305624e-03
4.430000000000000426e+01,5.315025152584137297e-03
4.440000000000000568e+01,3.721302560938559607e-03
4.450000000000000000e+01,1.342029099344948509e-03
4.460000000000000142e+01,6.751944780326567426e-03
4.470000000000000284e+01,6.851108629575873923e-03
4.480000000000000426e+01,2.381532140910625622e-03
4.490000000000000568e+01,2.945749345712154760e-03
4.500000000000000000e+01,1.446779286227667903e-03
4.510000000000000142e+01,1.697540363668866709e-03
4.520000000000000284e+01,1.442829869185805868e-03
4.530000000000000426e+01,3.338793942770256450e-03
4.540000000000000568e+01,7.847068038205724187e-04
4.550000000000000000e+01,8.655381005818089252e-03
4.560000000000000142e+01,6.823041353575499349e-04
4.570000000000000284e+01,7.812470015967961506e-03
4.580000000000000426e+01,2.835903762497351144e-03
4.590000000000000568e+01,8.712075450733099830e-03
4.600000000000000000e+01,7.489467875683828053e-03
4.610000000000000142e+01,3.336426746743770093e-03
4.620000000000000284e+01,5.655848169568261120e-03
4.630000000000000426e+01,6.992801589199774785e-03
4.640000000000000568e+01,5.743735116786689507e-03
4.650000000000000000e+01,1.446163374894852667e-03
4.660000000000000142e+01,2.333706324871923261e-03
4.670000000000000284e+01,6.351931912952023772e-03
4.680000000000000426e+01,7.496903098912927402e-03
4.690000000000000568e+01,5.069024155206465834e-03
4.700000000000000000e+01,1.088238202494303279e-03
4.710000000000000142e+01,3.904237577042591299e-03
4.720000000000000284e+01,3.118144097388475967e-03
4.730000000000000426e+01,4.865739366120951266e-03
4.740000000000000568e+01,7.990537705985730627e-03
4.750000000000000000e+01,5.154420647869004807e-03
4.760000000000000142e+01,6.344422875679584135e-03
4.770000000000000284e+01,4.209800366565026250e-03
4.780000000000000426e+01,4.594461039288504078e-04
4.790000000000000568e+01,3.620050625143585426e-03
4.800000000000000000e+01,3.096805978877022626e-03
4.810000000000000142e+01,1.919069534033633097e-03
4.820000000000000284e+01,2.213483407786092684e-03
4.830000000000000426e+01,3.864227723469272797e-03
4.840000000000000568e+01,9.549617659244497361e-03
4.850000000000000000e+01,3.867306927284398614e-03
4.860000000000000142e+01,1.633799353992935457e-03
4.870000000000000284e+01,5.716975357299528514e-03
4.880000000000000426e+01,6.644514915863684174e-03
4.890000000000000568e+01,2.087410387332047992e-03
4.900000000000000000e+01,3.660730126348523718e-03
4.910000000000000142e+01,4.386051652698136176e-03
4.920000000000000284e+01,6.336843787232091137e-03
4.930000000000000426e+01,2.013700210299118609e-03
4.940000000000000568e+01,9.512093427612616434e-03
4.950000000000000000e+01,4.890386251121437051e-03
4.960000000000000142e+01,5.415739702586646123e-03
4.970000000000000284e+01,8.824678899905015819e-03
4.980000000000000426e+01,6.347138804413384426e-03
4.990000000000000568e+01,3.285014639023097621e-03
5.000000000000000000e+01,3.497791018497293791e+00
5.010000000000000142e+01,8.578691194146489951e-03
5.020000000000000284e+01,1.550932265559475326e-03
5.030000000000000426e+01,1.327368075591961937e-03
5.040000000000000568e+01,7.284266708344269703e-03
5.050000000000000000e+01,6.245340198190965642e-03
5.060000000000000142e+01,4.689662584639807744e-03
5.070000000000000284e+01,1.204802713805067614e-03
5.080000000000000426e+01,5.189790925880093629e-03
5.090000000000000568e+01,6.591163061629116450e-03
5.100000000000000000e+01,3.168684076150716979e-03
5.110000000000000142e+01,2.620078768712332147e-03
5.120000000000000284e+01,6.575698415782729039e-03
5.130000000000000426e+01,3.302505733066853598e-03
5.140000000000000568e+01,1.536509972883679355e-03
5.150000000000000000e+01,5.492737315337668444e-03
5.160000000000000142e+01,2.659141218656041472e-03
5.170000000000000284e+01,3.092461296115632356e-03
5.180000000000000426e+01,8.859051015896748926e-03
5.190000000000000568e+01,6.803195821113830520e-04
5.200000000000000000e+01,3.523936913490664270e-03
5.210000000000000142e+01,4.920524408220465148e-03
5.220000000000000284e+01,8.550561152402963438e-03
5.230000000000000426e+01,6.641814501958413428e-03
5.240000000000000568e+01,7.138230995801514780e-03
5.250000000000000000e+01,7.809460618420557658e-03
5.260000000000000142e+01,6.678662601316454235e-03
5.270000000000000284e+01,2.721259932363447043e-03
5.280000000000000426e+01,3.132205966891727159e-03
5.290000000000000568e+01,5.220109423087245480e-03
5.300000000000000000e+01,7.396589009906064972e-03
5.310000000000000142e+01,3.783683789482530924e-03
5.320000000000000284e+01,2.981142326777284045e-03
5.330000000000000426e+01,6.009633163889418865e-03
5.340000000000000568e+01,1.171111328592683472e-02
5.350000000000000000e+01,5.812988970565310248e-03
5.360000000000000142e+01,1.195779073696182516e-03
5.370000000000000284e+01,2.723331472056778058e-03
5.380000000000000426e+01,4.979860109675443222e-03
5.390000000000000568e+01,1.974117763529703931e-03
5.400000000000000000e+01,5.183743157261798407e-03
5.410000000000000142e+01,4.999221206937996126e-03
5.420000000000000284e+01,7.126769458456799246e-03
5.430000000000000426e+01,7.465963205190970058e-03
5.440000000000000568e+01,3.042133414982476584e-03
5.450000000000000000e+01,3.355638888331138013e-03
5.460000000000000142e+01,4.442548597919887370e-03
5.470000000000000284e+01,2.564453933135965157e-03
5.480000000000000426e+01,3.950251652835900899e-03
5.490000000000000568e+01,4.496223331043834419e-03
5.500000000000000000e+01,2.810328497611717415e-03
5.510000000000000142e+01,2.671384397683062434e-03
5.520000000000000284e+01,5.941811025253321103e-03
5.530000000000000426e+01,5.654768826656256589e-03
5.540000000000000568e+01,7.498944224326244655e-03
5.550000000000000000e+01,3.745031653464740012e-03
5.560000000000000142e+01,2.986819138957787917e-03
5.570000000000000284e+01,4.108846163795366359e-03
5.580000000000000426e+01,4.484945823853641288e-03
5.590000000000000568e+01,4.471370995007413821e-03
5.600000000000000000e+01,9.486951844489794478e-03
5.610000000000000142e+01,3.241317565610185060e-03
5.620000000000000284e+01,7.933032552266223655e-03
5.630000000000000426e+01,4.405544365618713210e-03
5.640000000000000568e+01,7.216257926031749773e-03
5.650000000000000000e+01,1.388651972315897796e-03
5.660000000000000142e+01,4.326438132186529242e-03
5.670000000000000284e+01,1.657417305477702383e-03
5.680000000000000426e+01,1.707545692290825127e-03
5.690000000000000568e+01,2.038826301007590474e-03
5.700000000000000000e+01,1.783352005193078373e-03
5.710000000000000142e+01,2.001982284262301438e-03
5.720000000000000284e+01,5.885103440804541342e-03
5.730000000000000426e+01,2.996711285201399816e-03
5.740000000000000568e+01,4.068978090591804896e-03
5.750000000000000000e+01,6.938678943006755355e-04
5.760000000000000142e+01,2.165748261471243854e-03
5.770000000000000284e+01,3.414409600127581938e-03
5.780000000000000426e+01,6.293754818330840085e-03
5.790000000000000568e+01,5.292410381128496814e-03
5.800000000000000000e+01,5.547386635465067356e-03
5.810000000000000142e+01,6.001193145802777990e-03
